,country,region,lead_investors,company_link,img_src,company_name,post_money_value,total_eq_funding
1300,United Kingdom,Europe,"Andreessen Horowitz, SoftBank Vision Fund",https://www.crunchbase.com/organization/msquared-c612,https://images.crunchbase.com/image/upload/t_cb-default-original/ugjy9e4bbgjsnljlhuge,MSquared,$1B,$150M
1301,United States,North America,"Abu Dhabi Growth Fund, Temasek Holdings",https://www.crunchbase.com/organization/upside-foods,https://images.crunchbase.com/image/upload/t_cb-default-original/o2hhmain3esnfoyat9et,UPSIDE Foods,$1B,$598M
1302,United States,North America,Buckley Ventures,https://www.crunchbase.com/organization/nexhealth,https://images.crunchbase.com/image/upload/t_cb-default-original/qtvd6lp9hzhnczip14or,NexHealth,$1B,$177M
1303,Sweden,Europe,Swedbank Robur,https://www.crunchbase.com/organization/instabox,https://images.crunchbase.com/image/upload/t_cb-default-original/qpadkc8y7vdhts9sq5zg,Instabox,$1B,$292M
1304,United States,North America,Hexagon,https://www.crunchbase.com/organization/divergent3d,https://images.crunchbase.com/image/upload/t_cb-default-original/s5ktdqwgpmunch28j8kj,Divergent,$1B,$593M
1305,United States,North America,Goldman Sachs,https://www.crunchbase.com/organization/ispot-tv,https://images.crunchbase.com/image/upload/t_cb-default-original/fugh4fzrutfcpvx7jmvd,iSpot.tv,$1B,$383M
1306,South Korea,Asia,,https://www.crunchbase.com/organization/good-choice-company,https://images.crunchbase.com/image/upload/t_cb-default-original/zupcqnihwdzzluo13gq0,Good Choice Company,$1B,$39M
1307,Norway,Europe,Spark Capital,https://www.crunchbase.com/organization/remarkable-3,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",reMarkable,$1B,$24M
1308,Colombia,South America,"Homebrew, SOFTBANK Latin America Ventures",https://www.crunchbase.com/organization/habi-fefd,https://images.crunchbase.com/image/upload/t_cb-default-original/nkcvurly62ug51y2mhke,Habi,$1B,$316M
1309,Japan,Asia,"SCB 10X, SPARX Group",https://www.crunchbase.com/organization/opn,https://images.crunchbase.com/image/upload/t_cb-default-original/ghnmwoe1gkafgrktctai,Opn,$1B,$220M
1310,United States,North America,"Hercules Capital, JP Morgan",https://www.crunchbase.com/organization/semperis,https://images.crunchbase.com/image/upload/t_cb-default-original/xowhbzu4qtoq8e9gaylb,Semperis,$1B,$373M
1311,Ireland,Europe,RPMI Railpen,https://www.crunchbase.com/organization/transfermate-global-payments,https://images.crunchbase.com/image/upload/t_cb-default-original/z2kepaoutxn3yduzdm2o,TransferMate,$1B,$130M
1312,United States,North America,"Eldridge Industries, Norwest Venture Partners",https://www.crunchbase.com/organization/velocity-global,https://images.crunchbase.com/image/upload/t_cb-default-original/vglonscjpjrwwjh0wmoq,Velocity Global,$1B,$500M
1313,China,Asia,"Coatue, IDG Capital",https://www.crunchbase.com/organization/niutron,https://images.crunchbase.com/image/upload/t_cb-default-original/dfr2jf30lhlqwcskvcma,NIUTRON,$1B,$500M
1314,United States,North America,Tribe Capital,https://www.crunchbase.com/organization/jupiterone,https://images.crunchbase.com/image/upload/t_cb-default-original/xj1ae7y9db1wdwqzdwe3,JupiterOne,$1B,$119M
1315,United States,North America,,https://www.crunchbase.com/organization/ultima-genomics,https://images.crunchbase.com/image/upload/t_cb-default-original/ckr4ra0n4vmr2dbiqrkq,Ultima Genomics,$1B,$600M
1316,United States,North America,Databricks Ventures,https://www.crunchbase.com/organization/immuta,https://images.crunchbase.com/image/upload/t_cb-default-original/muxln9o90mlwawqoxpr8,Immuta,$1B,$258M
1317,France,Europe,"Astorg, Beyond Net Zero",https://www.crunchbase.com/organization/ecovadis,https://images.crunchbase.com/image/upload/t_cb-default-original/ghdsakmmvo7t5ujdntwj,EcoVadis,$1B,$733M
1318,United States,North America,"Craft Ventures, SoftBank Vision Fund",https://www.crunchbase.com/organization/vendr,https://images.crunchbase.com/image/upload/t_cb-default-original/emxmpghf2qosd3goizbe,Vendr,$1B,$216M
1319,United States,North America,Climate Investment,https://www.crunchbase.com/organization/software-motor-company,https://images.crunchbase.com/image/upload/t_cb-default-original/zipy1ytul3hhxtn4lryw,Turntide Technologies,$1B,$266M
1320,United States,North America,"BlackRock, Fidelity",https://www.crunchbase.com/organization/steelhouse,https://images.crunchbase.com/image/upload/t_cb-default-original/myj2cxlury2etrtu9mvw,MNTN,$1B,$186M
1321,United States,North America,"Sequoia Capital, TPG",https://www.crunchbase.com/organization/thatgamecompany,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",thatgamecompany,$1B,$189M
1322,China,Asia,"Caitong Capital, Dongyang State-Owned Assets Investment",https://www.crunchbase.com/organization/zongmu,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Zongmu,$1B,$376M
1323,China,Asia,Sequoia Capital China,https://www.crunchbase.com/organization/shenzhen-yunyingu-technology,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Yunyinggu,$1B,$121M
1324,United States,North America,Lightrock,https://www.crunchbase.com/organization/clickdiagnostics,https://images.crunchbase.com/image/upload/t_cb-default-original/cavejyeardwxqcdtgb14,Visby Medical,$1B,$328M
1325,United States,North America,Mitsui & Co,https://www.crunchbase.com/organization/fourkites,https://images.crunchbase.com/image/upload/t_cb-default-original/larhezt6alabeqfy2kcb,FourKites,$1B,$242M
1326,United States,North America,BlackRock,https://www.crunchbase.com/organization/flexe,https://images.crunchbase.com/image/upload/t_cb-default-original/i6ycjqdvxxitkaxsqupf,Flexe,$1B,$263M
1327,United States,North America,Golub Capital,https://www.crunchbase.com/organization/tebra,https://images.crunchbase.com/image/upload/t_cb-default-original/auvjiu9dqo7hhsvbnj6y,Tebra,$1B,$137M
1328,China,Asia,"Renchen Semiconductor, Summitview Capital",https://www.crunchbase.com/organization/jlsemi,https://images.crunchbase.com/image/upload/t_cb-default-original/nomo8n2xvj046rxgotdm,JLSemi,$1B,$90M
1329,United States,North America,"Coller Capital, Glendower Capital",https://www.crunchbase.com/organization/exterro,https://images.crunchbase.com/image/upload/t_cb-default-original/guaj5gxiwjayled0ybe8,Exterro,$1B,$100M
1330,United States,North America,Great Hill Partners,https://www.crunchbase.com/organization/prodege,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Prodege,$1B,$60M
1331,United States,North America,NewView Capital,https://www.crunchbase.com/organization/paystand,https://images.crunchbase.com/image/upload/t_cb-default-original/ddmt5piidmd7rnfgabwm,Paystand,$1B,$98M
1332,United States,North America,Roche,https://www.crunchbase.com/organization/freenome,https://images.crunchbase.com/image/upload/t_cb-default-original/lhvlpjzudd9jl5h16gwl,Freenome,$1B,$1B
1333,United States,North America,Andreessen Horowitz,https://www.crunchbase.com/organization/flow-e3bc,https://images.crunchbase.com/image/upload/t_cb-default-original/cbnmowhha9heze5bz5y8,Flow,$1B,$350M
1334,China,Asia,SAIC Motor,https://www.crunchbase.com/organization/robotaxi,https://images.crunchbase.com/image/upload/t_cb-default-original/hslkqigzmig3rorhd4vc,SAIC Mobility,$1B,$193M
1335,United States,North America,"Bill Gates, SK Group",https://www.crunchbase.com/organization/terrapower,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",TerraPower,$1B,$750M
1336,United States,North America,"Distributed Global, Solana Ventures",https://www.crunchbase.com/organization/zebec-protocol,https://images.crunchbase.com/image/upload/t_cb-default-original/zgroc5licjqvdheuhrp6,Zebec,$1B,$43M
1337,United States,North America,Vision Ridge Capital Partners,https://www.crunchbase.com/organization/terawatt-infrastructure,https://images.crunchbase.com/image/upload/t_cb-default-original/fpperm3t9zr7filh9liz,TeraWatt Infrastructure,$1B,$1B
1338,United States,North America,BRV Capital Management,https://www.crunchbase.com/organization/swiftly-7640,https://images.crunchbase.com/image/upload/t_cb-default-original/eb6v7xxfda6t1krnbnw2,Swiftly,$1B,$216M
1339,Thailand,Asia,"GIC, LINE Plus Corporation",https://www.crunchbase.com/organization/line-man-wongnai,https://images.crunchbase.com/image/upload/t_cb-default-original/bmiipqdplphr4auq2qqv,LINE MAN Wongnai,$1B,$375M
1340,Italy,Europe,Addition,https://www.crunchbase.com/organization/satispay,https://images.crunchbase.com/image/upload/t_cb-default-original/gulzlrjwh643hcovkcjv,Satispay,$1B,$468M
1341,United Kingdom,Europe,Intel Corporation,https://www.crunchbase.com/organization/stability-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/sfbrwbue0f6kmmixqphk,Stability AI,$1B,$181M
1342,Canada,North America,Georgian,https://www.crunchbase.com/organization/xanadu-2,https://images.crunchbase.com/image/upload/t_cb-default-original/dbwfmskpwwjrg908olyv,Xanadu,$1B,$231M
1343,United Kingdom,Europe,Uber,https://www.crunchbase.com/organization/wayve-9739,https://images.crunchbase.com/image/upload/t_cb-default-original/09bfb7ae810b47c4b3a226cf26bfa38b,Wayve,$1B,$1B
1344,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/cambridge-mobile-telematics,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Cambridge Mobile Telematics,$1B,$503M
1345,Japan,Asia,"IDG Capital, Zhuhai Huafa Group",https://www.crunchbase.com/organization/guangdong-gaojing-solar-energy-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/e6rn8psmvwbqsa3jf9w3,Gokin Solar,$1B,$620M
1346,Egypt,Africa,International Finance Corporation,https://www.crunchbase.com/organization/mnt-halan,https://images.crunchbase.com/image/upload/t_cb-default-original/qnalsqqdgb8duubqr9ym,MNT-Halan,$1B,$478M
1347,United States,North America,"S3 Ventures, Sageview Capital",https://www.crunchbase.com/organization/atmosphere-tv,https://images.crunchbase.com/image/upload/t_cb-default-original/rkkx3qu7qaaptgvaqjmj,Atmosphere,$1B,$194M
1348,,,Andreessen Horowitz,https://www.crunchbase.com/organization/character-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/stwny8foeomuhcsvtt97,Character.ai,$1B,$150M
1349,China,Asia,China State-owned Enterprise Structural Adjustment Fund,https://www.crunchbase.com/organization/siengine-technology,https://images.crunchbase.com/image/upload/t_cb-default-original/gydv0zkm64cr2gsuuhbu,SiEngine Technology,$1B,$220M
1350,United States,North America,"General Catalyst, Spark Capital",https://www.crunchbase.com/organization/adept-48e7,https://images.crunchbase.com/image/upload/t_cb-default-original/ixyif3j7semnsbx40xya,Adept AI,$1B,$415M
1351,United Kingdom,Europe,General Atlantic,https://www.crunchbase.com/organization/owhealth,https://images.crunchbase.com/image/upload/t_cb-default-original/jlejuhvh8tafifhktky5,Flo Health,$1B,$276M
1352,United States,North America,Susquehanna Private Equity Investments,https://www.crunchbase.com/organization/blueground,https://images.crunchbase.com/image/upload/t_cb-default-original/j3fo9enpnvcdxzb8xd5w,Blueground,$1B,$262M
1353,China,Asia,Alibaba Group,https://www.crunchbase.com/organization/nreal-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/bcb8fuppeq5tbybluzem,Xreal,$1B,$306M
1354,United States,North America,Goldman Sachs,https://www.crunchbase.com/organization/bfmeta,https://images.crunchbase.com/image/upload/t_cb-default-original/jlzuww4bpwdy5q8uey8u,BFMeta,$1B,$0
1355,United States,North America,3M,https://www.crunchbase.com/organization/ohmium,https://images.crunchbase.com/image/upload/t_cb-default-original/obi87uakbnztvh37trve,Ohmium,$1B,$295M
1356,United States,North America,WestCap,https://www.crunchbase.com/organization/avenue-one-b06e,https://images.crunchbase.com/image/upload/t_cb-default-original/8b314e3150fb488ca495301dc874c971,Avenue One,$1B,$100M
1357,United States,North America,"BoltRock Holdings, Centaurus Capital LP",https://www.crunchbase.com/organization/gradiant-aede,https://images.crunchbase.com/image/upload/t_cb-default-original/rtg3nkpxktyn6omb5qpy,Gradiant,$1B,$392M
1358,United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/restaurant365,https://images.crunchbase.com/image/upload/t_cb-default-original/hwybpmyrrj80ptsd572l,Restaurant365,$1B,$438M
1359,Japan,Asia,"Fidelity International, Okayama Kotsu",https://www.crunchbase.com/organization/go-bc64,https://images.crunchbase.com/image/upload/t_cb-default-original/kw8q2jzbx3fvwwnlpydx,GO,$1B,$72M
1360,Poland,Europe,"GS Growth, One Peak",https://www.crunchbase.com/organization/docplanner,https://images.crunchbase.com/image/upload/t_cb-default-original/jyuhmbktzhgt6xrd3njk,DocPlanner,$1B,$140M
1361,United States,North America,Guangzhou Yuexiu Industrial Investment Fund,https://www.crunchbase.com/organization/vectorbuilder-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/ot1fyuddrjqpvj3cwwyb,VectorBuilder,$1B,$58M
1362,,,Baidu Capital,https://www.crunchbase.com/organization/zhiyuan-robotics,https://images.crunchbase.com/image/upload/t_cb-default-original/vnw9ncykg4q6fc3xh5xv,Agibot,$1B,$85M
1363,United Kingdom,Europe,Accel,https://www.crunchbase.com/organization/synthesia,https://images.crunchbase.com/image/upload/t_cb-default-original/rheqfhayx3jzphoa7bfe,Synthesia,$1B,$157M
1364,Germany,Europe,Hamilton Lane,https://www.crunchbase.com/organization/1komma5,https://images.crunchbase.com/image/upload/t_cb-default-original/pqx8hmzpuxuhljr2ccl4,1Komma5°,$1B,$490M
1365,United States,North America,Salesforce Ventures,https://www.crunchbase.com/organization/typeface,https://images.crunchbase.com/image/upload/t_cb-default-original/s7i6r1b6xjq6md5werld,Typeface,$1B,$165M
1366,France,Europe,ICONIQ Growth,https://www.crunchbase.com/organization/pigment-836b,https://images.crunchbase.com/image/upload/t_cb-default-original/vugmpepzjtctkjlc0us1,Pigment,$1B,$396M
1367,Cayman Islands,North America,Paradigm,https://www.crunchbase.com/organization/flashbots,https://images.crunchbase.com/image/upload/t_cb-default-original/hvmswezxpnkorajjry7k,Flashbots,$1B,$60M
1368,China,Asia,"CCB Equity, Chengtong Mixed Reform",https://www.crunchbase.com/organization/zhongke-fuhai,https://images.crunchbase.com/image/upload/t_cb-default-original/krusnlcstvtudj7ekv3k,Fullcryo,$1B,$158M
1369,United States,North America,Astera Institute,https://www.crunchbase.com/organization/generally-intelligent,https://images.crunchbase.com/image/upload/t_cb-default-original/ffuxnqjjuxdjhiegrwjb,Imbue,$1B,$232M
1370,United States,North America,Activate Capital Partners,https://www.crunchbase.com/organization/kin-insurance,https://images.crunchbase.com/image/upload/t_cb-default-original/l3hl024xyyryw73ytemr,Kin Insurance,$1B,$266M
1371,United States,North America,Alumni Ventures,https://www.crunchbase.com/organization/generate-biomedicines,https://images.crunchbase.com/image/upload/t_cb-default-original/ejnqz8pdkxpkspjkp519,Generate Biomedicines,$1B,$693M
1372,Sweden,Europe,"AMF, GIC",https://www.crunchbase.com/organization/h2-green-steel,https://images.crunchbase.com/image/upload/t_cb-default-original/gkg0q7zvupqpfjsgxoua,H2 Green Steel,$1B,$3B
1373,France,Europe,Macquarie Group,https://www.crunchbase.com/organization/verkor,https://images.crunchbase.com/image/upload/t_cb-default-original/rzlyju1iaznckr8yvwou,Verkor,$1B,$1B
1374,United States,North America,"Energy Impact Partners, Fifth Wall",https://www.crunchbase.com/organization/electric-hydrogen-co,https://images.crunchbase.com/image/upload/t_cb-default-original/wqp4qv797f8d60bydibz,Electric Hydrogen,$1B,$602M
1375,United States,North America,The Luxembourg Future Fund,https://www.crunchbase.com/organization/lyten,https://images.crunchbase.com/image/upload/t_cb-default-original/l682z96tcfry3c8wz6vu,Lyten,$1B,$360M
1376,United States,North America,"Capital One Ventures, MassMutual Ventures",https://www.crunchbase.com/organization/proveidentity,https://images.crunchbase.com/image/upload/t_cb-default-original/aktc6odclcx7hwpcdpy4,Prove,$1B,$246M
1377,China,Asia,"Xing Wang, Yu Renrong",https://www.crunchbase.com/organization/rong-semiconductor,https://images.crunchbase.com/image/upload/t_cb-default-original/vf7ledtcgi1yanrt74zu,Rong Semiconductor,$1B,$0
1378,United States,North America,"3L Capital, Eldridge Industries",https://www.crunchbase.com/organization/metropolis-db86,https://images.crunchbase.com/image/upload/t_cb-default-original/py3k8t1ffgyhnveafakn,Metropolis,$1B,$1B
1379,United States,North America,Oak HC/FT,https://www.crunchbase.com/organization/carebridge,https://images.crunchbase.com/image/upload/t_cb-default-original/zmdjuvvprikobgkrhbnc,CareBridge,$1B,$182M
1380,China,Asia,,https://www.crunchbase.com/organization/anhui-yofc-advanced-semiconductor,https://images.crunchbase.com/image/upload/t_cb-default-original/edbdamimbqr9vloho1pw,Anhui YOFC Advanced Semiconductor,$1B,$525M
