,country,region,lead_investors,company_link,img_src,company_name,post_money_value,total_eq_funding
735,Ireland,Europe,"DST Global, QED Investors",https://www.crunchbase.com/organization/wayflyer,https://images.crunchbase.com/image/upload/t_cb-default-original/biiccdveraebl42z18wt,Wayflyer,$2B,$236M
736,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/extend,https://images.crunchbase.com/image/upload/t_cb-default-original/bskox2ddat8a15kcosok,"Extend, Inc.",$2B,$320M
737,United States,North America,ICONIQ Capital,https://www.crunchbase.com/organization/unite-us,https://images.crunchbase.com/image/upload/t_cb-default-original/zk0k4bszoxvmojabyrgo,Unite Us,$2B,$195M
738,United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/cresta,https://images.crunchbase.com/image/upload/t_cb-default-original/ooblsjdblhfi601ujl7r,Cresta,$2B,$151M
739,Bermuda,North America,,https://www.crunchbase.com/organization/afiniti,https://images.crunchbase.com/image/upload/t_cb-default-original/hibc6kojdyo0ilcnhxdy,Afiniti,$2B,$120M
740,Israel,Asia,"Goldman Sachs, TPG Growth",https://www.crunchbase.com/organization/infinidat,https://images.crunchbase.com/image/upload/t_cb-default-original/x8yh67csgcoorzkid0zm,Infinidat,$2B,$325M
741,United States,North America,"Dragoneer Investment Group, Fidelity",https://www.crunchbase.com/organization/asapp,https://images.crunchbase.com/image/upload/t_cb-default-original/rpp9nkiykd5noqflgpao,ASAPP,$2B,$380M
742,United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/floqast,https://images.crunchbase.com/image/upload/t_cb-default-original/lzqmlouqd7eu720pt2ff,FloQast,$2B,$303M
743,Singapore,Asia,LeapFrog Investments,https://www.crunchbase.com/organization/bolttech,https://images.crunchbase.com/image/upload/t_cb-default-original/y7y0vjif2kfqufifxrw3,bolttech,$2B,$493M
744,United States,North America,CrowdStrike Falcon Fund,https://www.crunchbase.com/organization/chronosphere,https://images.crunchbase.com/image/upload/t_cb-default-original/t4jsvflawgtuq9y0dyen,Chronosphere,$2B,$342M
745,United States,North America,GS Growth,https://www.crunchbase.com/organization/datastax,https://images.crunchbase.com/image/upload/t_cb-default-original/uknggt1y5cwflbz8pdj9,DataStax,$2B,$343M
746,United States,North America,IVP,https://www.crunchbase.com/organization/monte-carlo-3232,https://images.crunchbase.com/image/upload/t_cb-default-original/q9zqyenzgzd0ayetwa07,Monte Carlo,$2B,$236M
747,United States,North America,"Electric Capital, Greylock",https://www.crunchbase.com/organization/magic-eden,https://images.crunchbase.com/image/upload/t_cb-default-original/isriu57fdrugvehi1liv,Magic Eden,$2B,$170M
748,United States,North America,Index Ventures,https://www.crunchbase.com/organization/pave,https://images.crunchbase.com/image/upload/t_cb-default-original/kilu9orbjckx279wwb5o,Pave,$2B,$163M
749,India,Asia,Temasek Holdings,https://www.crunchbase.com/organization/molbio-diagnostics,https://images.crunchbase.com/image/upload/t_cb-default-original/xenue1fb2os6vnpigbfp,Molbio Diagnostics,$2B,$117M
750,United States,North America,Bain Capital Ventures,https://www.crunchbase.com/organization/zenprospect,https://images.crunchbase.com/image/upload/t_cb-default-original/vmuehy3j854rybrsrrwe,Apollo.io,$2B,$251M
751,United States,North America,Valor Equity Partners,https://www.crunchbase.com/organization/weka-io,https://images.crunchbase.com/image/upload/t_cb-default-original/ve9iqminalj1hv1zgyxw,WEKA,$2B,$415M
752,South Korea,Asia,Welcome Capital,https://www.crunchbase.com/organization/toss-bank,https://images.crunchbase.com/image/upload/t_cb-default-original/pfdqecqpzgdfjpgjyrga,Toss Bank,$2B,$733M
753,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/ezcater,https://images.crunchbase.com/image/upload/t_cb-default-original/n5fr1ccb2tffo1zjvcwg,ezCater,$2B,$421M
754,China,Asia,"Hillhouse Investment, Tencent",https://www.crunchbase.com/organization/bianlifeng,https://images.crunchbase.com/image/upload/t_cb-default-original/tosciun2j3gwbl68thbx,Bianlifeng,$2B,$656M
755,Germany,Europe,SBI Group,https://www.crunchbase.com/organization/solarisbank-ag,https://images.crunchbase.com/image/upload/t_cb-default-original/ttcvnqbvc2r3ty8yjjfh,Solaris,$2B,$553M
756,China,Asia,Fujian Dongbai (Group),https://www.crunchbase.com/organization/aiways,https://images.crunchbase.com/image/upload/t_cb-default-original/wmcpmkypj3vy8yifhnlg,AIWAYS,$2B,$792M
757,United States,North America,"Decarbonization Partners, Qatar Investment Authority",https://www.crunchbase.com/organization/ascend-elements,https://images.crunchbase.com/image/upload/t_cb-default-original/sunfz6gvspbwjlyyrqs9,Ascend Elements,$2B,$1B
758,China,Asia,CCB International,https://www.crunchbase.com/organization/galaxy-space,https://images.crunchbase.com/image/upload/t_cb-default-original/bbyutysxyh5yc7etex1j,GalaxySpace,$2B,$14M
759,Canada,North America,"Horizon Technology Finance, Trinity Capital",https://www.crunchbase.com/organization/nexii,https://images.crunchbase.com/image/upload/t_cb-default-original/jhjtdddbvykvgjatvhi0,Nexii,$2B,$113M
760,China,Asia,Suzhou Xiangcheng Financial Holding Group,https://www.crunchbase.com/organization/caocao-zhuanche,https://images.crunchbase.com/image/upload/t_cb-default-original/b8sftvxrgoylghlabfc2,Caocao Chuxing,$2B,$744M
761,Japan,Asia,"Kohlberg Kravis Roberts Japan, Teachers’ Venture Growth",https://www.crunchbase.com/organization/smarthr-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/aganmjdzupzkmafcybuc,SmartHR,$2B,$323M
762,United States,North America,Great Hill Partners,https://www.crunchbase.com/organization/nmi,https://images.crunchbase.com/image/upload/t_cb-default-original/khbfe06ar066k3exuixv,NMI,$2B,$0
763,United States,North America,"Avenir, Lightspeed Venture Partners",https://www.crunchbase.com/organization/alloy-2,https://images.crunchbase.com/image/upload/t_cb-default-original/tpqbjgqu8nzi8mb3mvzo,Alloy,$2B,$208M
764,United Arab Emirates,Asia,SoftBank Vision Fund,https://www.crunchbase.com/organization/kitopi,https://images.crunchbase.com/image/upload/t_cb-default-original/sv5pz9qc6u9jycxytylv,Kitopi,$2B,$804M
765,China,Asia,"Beijing Financial Street Capital Operation Center, Guoxin Zhuoyue Venture Capital",https://www.crunchbase.com/organization/eswin-computing,https://images.crunchbase.com/image/upload/t_cb-default-original/mpfm4diud1sgqemoz6e3,ESWIN Computing,$2B,$1B
766,China,Asia,CCB International,https://www.crunchbase.com/organization/wellong-etown,https://images.crunchbase.com/image/upload/t_cb-default-original/a5zjbik7qrho7xaprpk5,Wellong Etown,$2B,$0
767,Singapore,Asia,"C Ventures, DST Global",https://www.crunchbase.com/organization/matrixport,https://images.crunchbase.com/image/upload/t_cb-default-original/vcotuaecsew7rkmru8jp,Matrixport,$2B,$138M
768,China,Asia,IDG Capital,https://www.crunchbase.com/organization/wenheyou,https://images.crunchbase.com/image/upload/t_cb-default-original/mqrh0hwl3cf1vb0wnh40,Wenheyou,$2B,$91M
769,China,Asia,,https://www.crunchbase.com/organization/qinghai-lihao,https://images.crunchbase.com/image/upload/t_cb-default-original/ptckkrhkfgt2yvavqsdt,Qinghai Lihao,$2B,$306M
770,Israel,Asia,"Ola Electric, Polestar",https://www.crunchbase.com/organization/storedot,https://images.crunchbase.com/image/upload/t_cb-default-original/q51jrcy4q947t6yjdaol,StoreDot,$2B,$190M
771,India,Asia,"Goldman Sachs, SoftBank Vision Fund",https://www.crunchbase.com/organization/elasticrun,https://images.crunchbase.com/image/upload/t_cb-default-original/x6gmhq8fnk2cmaetnfml,ElasticRun,$2B,$435M
772,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/andela,https://images.crunchbase.com/image/upload/t_cb-default-original/xikuc18kqmxz8yp3sezb,Andela,$2B,$381M
773,United States,North America,"Altimeter Capital, Coatue",https://www.crunchbase.com/organization/airbyte-b3bb,https://images.crunchbase.com/image/upload/t_cb-default-original/hjtgauvyz1bgxxrycwnh,Airbyte,$2B,$181M
774,United States,North America,Mastercard,https://www.crunchbase.com/organization/zeta,https://images.crunchbase.com/image/upload/t_cb-default-original/tfwk380v1i2jwn84xyiz,Zeta,$2B,$340M
775,United States,North America,"Accomplice, Agman Partners",https://www.crunchbase.com/organization/coinlist,https://images.crunchbase.com/image/upload/t_cb-default-original/alnltmng9ezi62jrfp4w,CoinList,$2B,$119M
776,United States,North America,"SoftBank Vision Fund, Tiger Global Management",https://www.crunchbase.com/organization/veho-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/flp41rqtepkepqh6owjs,Veho,$2B,$299M
777,Estonia,Europe,"Alkeon Capital, Tiger Global Management",https://www.crunchbase.com/organization/veriff,https://images.crunchbase.com/image/upload/t_cb-default-original/m1xegssti6pi7fgdj8xf,Veriff,$2B,$177M
778,United Kingdom,Europe,Databricks Ventures,https://www.crunchbase.com/organization/matillion,https://images.crunchbase.com/image/upload/t_cb-default-original/xnmdvboa1dbfhxbrsrrc,Matillion,$2B,$290M
779,United States,North America,Valour,https://www.crunchbase.com/organization/boba-network,https://images.crunchbase.com/image/upload/t_cb-default-original/uktw5f1y0ozozbliamvg,Boba Network,$2B,$45M
780,Brazil,South America,Wellington Management,https://www.crunchbase.com/organization/olist,https://images.crunchbase.com/image/upload/t_cb-default-original/h8ccwg5vhjcoqu1qfuwv,Olist,$2B,$320M
781,United States,North America,"CPP Investments, Temasek Holdings",https://www.crunchbase.com/organization/perfectday,https://images.crunchbase.com/image/upload/t_cb-default-original/iibqdltjgqybd8q7mzwz,Perfect Day,$2B,$802M
782,United States,North America,Greenoaks,https://www.crunchbase.com/organization/temporal-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/mbqqphrui209udx8dvu0,Temporal Technologies,$2B,$204M
783,Norway,Europe,TCV,https://www.crunchbase.com/organization/cognite,https://images.crunchbase.com/image/upload/t_cb-default-original/exwl0qk0pufzs5v3vqon,Cognite,$2B,$225M
784,United States,North America,Health Care Service Corporation,https://www.crunchbase.com/organization/collectivehealth,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Collective Health,$2B,$719M
785,Switzerland,Europe,Concord Health Partners,https://www.crunchbase.com/organization/mindmaze,https://images.crunchbase.com/image/upload/t_cb-default-original/pzpihnjlqbsjd8l6mtsj,MindMaze,$2B,$340M
786,United States,North America,PSG Equity,https://www.crunchbase.com/organization/lusha,https://images.crunchbase.com/image/upload/t_cb-default-original/sewfrwhyrjxmahwazbf8,Lusha,$2B,$245M
787,United States,North America,TPG,https://www.crunchbase.com/organization/zenoti,https://images.crunchbase.com/image/upload/t_cb-default-original/szqusqrjp7movacaj8pr,Zenoti,$2B,$331M
788,United States,North America,Citi,https://www.crunchbase.com/organization/built-technologies-inc,https://images.crunchbase.com/image/upload/t_cb-default-original/kfbgwzroklaxpcxmsoav,Built Technologies,$2B,$313M
789,United States,North America,"Sapphire Ventures, Stripes",https://www.crunchbase.com/organization/paradox-olivia,https://images.crunchbase.com/image/upload/t_cb-default-original/ef5xseb5ezapd3tjzlil,Paradox,$2B,$253M
790,United States,North America,Silver Lake Waterman,https://www.crunchbase.com/organization/smartrecruiters,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",SmartRecruiters,$2B,$225M
791,United States,North America,Insight Partners,https://www.crunchbase.com/organization/apollo-3,https://images.crunchbase.com/image/upload/t_cb-default-original/nfufptp5bctnlfud0pma,Apollo GraphQL,$2B,$152M
792,United States,North America,Bain Capital Life Sciences,https://www.crunchbase.com/organization/heartflow,https://images.crunchbase.com/image/upload/t_cb-default-original/t65ouhnkuyhmp6mgi3wv,HeartFlow,$2B,$783M
793,Israel,Asia,Third Point Ventures,https://www.crunchbase.com/organization/next-silicon,https://images.crunchbase.com/image/upload/t_cb-default-original/useoznmza2bmravri5pi,NextSilicon,$2B,$203M
794,United States,North America,Lightspeed Venture Partners,https://www.crunchbase.com/organization/1047-games,https://images.crunchbase.com/image/upload/t_cb-default-original/wl5fku5lduqtvwhkkfp7,1047 Games,$2B,$117M
795,China,Asia,Capital Today,https://www.crunchbase.com/organization/hai-robotics,https://images.crunchbase.com/image/upload/t_cb-default-original/fugknwjnvzsahypb5pud,HAI ROBOTICS,$2B,$315M
796,India,Asia,Mastercard,https://www.crunchbase.com/organization/mu-sigma,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Mu Sigma,$2B,$212M
797,United States,North America,Qatar Investment Authority,https://www.crunchbase.com/organization/impact-martech,https://images.crunchbase.com/image/upload/t_cb-default-original/fqknurj7ijj7hyyermtu,impact.com,$2B,$361M
798,United States,North America,"Sequoia Capital, TCV",https://www.crunchbase.com/organization/strava,https://images.crunchbase.com/image/upload/t_cb-default-original/tcyfquin5tmgbkwmtcky,Strava,$2B,$152M
799,China,Asia,"All-Stars Investment, Trip.com",https://www.crunchbase.com/organization/tujia,https://images.crunchbase.com/image/upload/t_cb-default-original/jizdh7kk2yvx1bc2u1l9,Tujia,$2B,$755M
800,Chile,South America,Princeville Capital,https://www.crunchbase.com/organization/the-not-company,https://images.crunchbase.com/image/upload/t_cb-default-original/l1nv98np2atqznhobgod,NotCo,$2B,$433M
801,United States,North America,Tiger Global Management,https://www.crunchbase.com/organization/snapdocs,https://images.crunchbase.com/image/upload/t_cb-default-original/ehijh6o5tgjcitabehqg,Snapdocs,$2B,$253M
802,United States,North America,Founders Fund,https://www.crunchbase.com/organization/persona-188f,https://images.crunchbase.com/image/upload/t_cb-default-original/kp7h9qji9smue0z6hpfm,Persona,$2B,$218M
803,United States,North America,Maersk Growth,https://www.crunchbase.com/organization/prometheus-2373,https://images.crunchbase.com/image/upload/t_cb-default-original/h4ahzci0cffwsxmel7xc,Prometheus,$2B,$150K
804,Australia,Oceania,"Sequoia Capital China, TDM Growth Partners",https://www.crunchbase.com/organization/cultureamp,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Culture Amp,$2B,$257M
805,United States,North America,Caisse de Depot et Placement du Quebec,https://www.crunchbase.com/organization/appdirect,https://images.crunchbase.com/image/upload/t_cb-default-original/fxvjhoxumgjhy2qie1uf,AppDirect,$2B,$431M
806,United States,North America,"ConsenSys Mesh, Galaxy Digital",https://www.crunchbase.com/organization/candy-digital-d2d1,https://images.crunchbase.com/image/upload/t_cb-default-original/pq5fe3j7ekhuws1jctow,Candy Digital,$2B,$138M
807,China,Asia,Trustbridge Partners,https://www.crunchbase.com/organization/huohua-siwei,https://images.crunchbase.com/image/upload/t_cb-default-original/mwanlvrtbbagvjjqqlz4,Spark Education Group,$2B,$593M
808,United States,North America,"AES, Huck Capital",https://www.crunchbase.com/organization/uplight,https://images.crunchbase.com/image/upload/t_cb-default-original/scu99ks0lghpc5uaak7y,Uplight,$2B,$0
809,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/fabric-3ad9,https://images.crunchbase.com/image/upload/t_cb-default-original/qhb7eb9tdr9qf2xzy8w5,fabric,$2B,$294M
810,Ecuador,South America,Kaszek,https://www.crunchbase.com/organization/kushki,https://images.crunchbase.com/image/upload/t_cb-default-original/l1rsxgi7kxmujore7gue,Kushki,$2B,$194M
811,India,Asia,"B Capital, Dragoneer Investment Group",https://www.crunchbase.com/organization/credavenue,https://images.crunchbase.com/image/upload/t_cb-default-original/bbcglywvpjvuetszopsj,Yubi,$2B,$227M
812,United States,North America,Fidelity,https://www.crunchbase.com/organization/rad-power-bikes,https://images.crunchbase.com/image/upload/t_cb-default-original/q4sjbsxvwahdjjvdxbeh,Rad Power Bikes,$2B,$329M
813,United States,North America,General Catalyst,https://www.crunchbase.com/organization/upside-2,https://images.crunchbase.com/image/upload/t_cb-default-original/szxvbdutrncdemxu66cd,Upside,$2B,$65M
814,United States,North America,Macquarie Asset Management,https://www.crunchbase.com/organization/arcadia-power-2,https://images.crunchbase.com/image/upload/t_cb-default-original/mptg5sqgnorf8fcatzbp,Arcadia,$2B,$540M
815,United States,North America,New Enterprise Associates,https://www.crunchbase.com/organization/mashgin,https://images.crunchbase.com/image/upload/t_cb-default-original/vp185uvdll7wm7mfj7mg,Mashgin,$2B,$74M
816,Brazil,South America,"Lightrock, Silver Lake Waterman",https://www.crunchbase.com/organization/conductor-4,https://images.crunchbase.com/image/upload/t_cb-default-original/w06mfvse5qmz9gjdw3m8,Dock,$2B,$280M
817,United States,North America,Y Combinator,https://www.crunchbase.com/organization/zip-f492,https://images.crunchbase.com/image/upload/t_cb-default-original/rjstqcvrzlkcz3arshll,Zip,$2B,$181M
818,Israel,Asia,Koch Disruptive Technologies,https://www.crunchbase.com/organization/vayyar,https://images.crunchbase.com/image/upload/t_cb-default-original/dzexntnzcqoyzzg5r7hb,Vayyar,$2B,$296M
819,United Kingdom,Europe,SRAM & MRAM,https://www.crunchbase.com/organization/5ire,https://images.crunchbase.com/image/upload/t_cb-default-original/yepolmld0uaumql4vqk8,5ire,$2B,$121M
820,United States,North America,Merck,https://www.crunchbase.com/organization/orna-therapeutics,https://images.crunchbase.com/image/upload/t_cb-default-original/xqehzhjpxkjd5yhkpjdf,Orna Therapeutics,$2B,$321M
821,United Arab Emirates,Asia,Hassana Investment Company (HIC),https://www.crunchbase.com/organization/tabby,https://images.crunchbase.com/image/upload/t_cb-default-original/q0fhei9xjrtcy0k4a0hz,Tabby,$2B,$494M
822,United States,North America,Google,https://www.crunchbase.com/organization/runwayml,https://images.crunchbase.com/image/upload/t_cb-default-original/saipwi1nv1mxdrpa9fmi,Runway,$2B,$237M
823,Canada,North America,Insight Partners,https://www.crunchbase.com/organization/inoventive,https://images.crunchbase.com/image/upload/t_cb-default-original/8e210b9be714435f952ab186f5a14e80,Jasper,$2B,$131M
824,United States,North America,US Innovative Technology Fund,https://www.crunchbase.com/organization/lambda-labs,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Lambda,$2B,$423M
825,United States,North America,"BH Digital, Framework Ventures",https://www.crunchbase.com/organization/berachain,https://images.crunchbase.com/image/upload/t_cb-default-original/rc9detbhtlxhyf6rjgxh,Berachain,$2B,$142M
826,United States,North America,ICONIQ Growth,https://www.crunchbase.com/organization/altruist-corp,https://images.crunchbase.com/image/upload/t_cb-default-original/shcurhrq8tdmsjgn2twy,Altruist,$2B,$450M
827,United States,North America,"Avenir, Spark Capital",https://www.crunchbase.com/organization/sigma-computing,https://images.crunchbase.com/image/upload/t_cb-default-original/ij70c4a39hevdjnuvbq6,Sigma Computing,$2B,$558M
828,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/pacaso,https://images.crunchbase.com/image/upload/t_cb-default-original/mmkldgqgcpby8lh33bvb,Pacaso,$2B,$217M
829,United States,North America,"Kleiner Perkins, Meritech Capital Partners",https://www.crunchbase.com/organization/huntress,https://images.crunchbase.com/image/upload/t_cb-default-original/uldvij5ief2zqdugplyz,Huntress,$2B,$270M
830,United States,North America,"Bezos Expeditions, Coatue",https://www.crunchbase.com/organization/skild-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/0dd0ef2e847f43dabc6d3b8fca8ce63b,Skild AI,$2B,$300M
831,Thailand,Asia,MUFG Bank,https://www.crunchbase.com/organization/ascend-money,https://images.crunchbase.com/image/upload/t_cb-default-original/f6a9ycnr2dfhd7ob4c9i,Ascend Money,$2B,$345M
832,United States,North America,Google Ventures,https://www.crunchbase.com/organization/harvey-128b,https://images.crunchbase.com/image/upload/t_cb-default-original/mjgnw12mitp4fpxkiznn,Harvey,$2B,$206M
833,Japan,Asia,"Khosla Ventures, Lux Capital",https://www.crunchbase.com/organization/sakana-ai,https://images.crunchbase.com/image/upload/t_cb-default-original/rhfchb7uf4yrnazoucmh,Sakana AI,$2B,$100M
834,India,Asia,Teachers’ Venture Growth,https://www.crunchbase.com/organization/xpressbees,https://images.crunchbase.com/image/upload/t_cb-default-original/qnv3qvq2tfuhd7x5bgab,Xpressbees,$2B,$553M
835,United States,North America,Georgian,https://www.crunchbase.com/organization/spotim,https://images.crunchbase.com/image/upload/t_cb-default-original/tc2rrlkakcrqrtwbeb3p,OpenWeb,$2B,$393M
836,India,Asia,Tiger Global Management,https://www.crunchbase.com/organization/slicepay,https://images.crunchbase.com/image/upload/t_cb-default-original/skkjbkyyyxhthuodgogz,slice,$2B,$299M
837,United States,North America,"Buckley Ventures, Josh Buckley",https://www.crunchbase.com/organization/placer,https://images.crunchbase.com/image/upload/t_cb-default-original/vufmypyjwmg67pesosxw,Placer.ai,$2B,$268M
838,Germany,Europe,Sofina,https://www.crunchbase.com/organization/sellerx,https://images.crunchbase.com/image/upload/t_cb-default-original/lg8hhucujhwvozjxhhmx,SellerX,$1B,$830M
839,Canada,North America,"Sapphire Ventures, SoftBank Vision Fund",https://www.crunchbase.com/organization/gradeslam,https://images.crunchbase.com/image/upload/t_cb-default-original/sxqkt0u5shjkbb5syc2m,PAPER,$1B,$390M
840,China,Asia,"SAIF Partners, SINA Corporation",https://www.crunchbase.com/organization/inmyshow,https://images.crunchbase.com/image/upload/t_cb-default-original/ydd1zhblb3i9gvjuivsw,InMyShow,$1B,$106M
841,China,Asia,"Zhejiang State Enterprise Reform and Development Fund, ZSVC",https://www.crunchbase.com/organization/dt-dream,https://images.crunchbase.com/image/upload/t_cb-default-original/egngncmp0c1asm1okwkp,Dt Dream,$1B,$267M
842,India,Asia,Valecha Investments,https://www.crunchbase.com/organization/curefit,https://images.crunchbase.com/image/upload/t_cb-default-original/zfgala2ppmthrsjilmw7,Cult.fit,$1B,$625M
843,China,Asia,,https://www.crunchbase.com/organization/esign-4ff9,https://images.crunchbase.com/image/upload/t_cb-default-original/nskxscltfr7wmq85zmgq,eSign,$1B,$186M
844,China,Asia,Cybernaut Venture Capital,https://www.crunchbase.com/organization/panshi,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Panshi,$1B,$655M
845,China,Asia,"Haoxiangni Jujube Industry, Yankershop Food",https://www.crunchbase.com/organization/snack-is-busy,https://images.crunchbase.com/image/upload/t_cb-default-original/z7sj81ag1zeujgkhvydo,Snack Is Busy,$1B,$199M
846,China,Asia,,https://www.crunchbase.com/organization/yuze-semiconductor,https://images.crunchbase.com/image/upload/t_cb-default-original/nt5pg4ds4wyydnqw2mbb,Yuze Semiconductor,$1B,$177M
847,China,Asia,China Green Development Investment Group,https://www.crunchbase.com/organization/huasheng-new-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/sszxitnsiczgygeemxpl,Huasun Energy,$1B,$629M
848,Australia,Oceania,,https://www.crunchbase.com/organization/judo-capital,https://images.crunchbase.com/image/upload/t_cb-default-original/bqtudahkfqoqswq6oipr,Judo Bank,$1B,$868M
849,China,Asia,,https://www.crunchbase.com/organization/ouyeel,https://images.crunchbase.com/image/upload/t_cb-default-original/krtutboaqjis3mkdtpda,Ouyeel,$1B,$468M
850,Denmark,Europe,General Atlantic,https://www.crunchbase.com/organization/saxo-bank,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Saxo Bank,$1B,$201M
851,China,Asia,China Minsheng Investment Group,https://www.crunchbase.com/organization/tuandaiwang,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Tuandaiwang,$1B,$351M
852,,,Longjiang Fund,https://www.crunchbase.com/organization/united-aircraft-68e4,https://images.crunchbase.com/image/upload/t_cb-default-original/kjmfdpkdcxuvdvpih1dt,United Aircraft,$1B,$459M
853,France,Europe,Insight Partners,https://www.crunchbase.com/organization/iad-france,https://images.crunchbase.com/image/upload/t_cb-default-original/mlisabbhuawgm9hrscco,IAD France,$1B,$364M
854,United States,North America,"Kora, SoftBank Vision Fund",https://www.crunchbase.com/organization/aleo-673f,https://images.crunchbase.com/image/upload/t_cb-default-original/15d06e8673284cc2aac2dc545bdd80cc,Provable,$1B,$298M
855,United States,North America,SoftBank Vision Fund,https://www.crunchbase.com/organization/m1-finance,https://images.crunchbase.com/image/upload/t_cb-default-original/iglrzcdszgfy7y9bejv8,M1 Holdings,$1B,$323M
856,United States,North America,General Atlantic,https://www.crunchbase.com/organization/amagi-media-labs,https://images.crunchbase.com/image/upload/t_cb-default-original/ycmsuqn3rddyykb13keq,Amagi Media Labs,$1B,$322M
857,China,Asia,Baidu,https://www.crunchbase.com/organization/coocaa,https://images.crunchbase.com/image/upload/t_cb-default-original/jurrd9ylzekcjivsbyxq,Coocaa,$1B,$218M
858,China,Asia,CITIC Capital Holdings,https://www.crunchbase.com/organization/t3-mobile-travel-services,https://images.crunchbase.com/image/upload/t_cb-default-original/c3ddhrqlknxemqlrzxyk,T3 Mobile Travel Services,$1B,$3B
859,China,Asia,Tencent,https://www.crunchbase.com/organization/seasun,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Seasun Games,$1B,$142M
860,France,Europe,Molten Ventures,https://www.crunchbase.com/organization/ledger-2,https://images.crunchbase.com/image/upload/t_cb-default-original/od8xgfxebe0ewce9defw,Ledger,$1B,$575M
861,China,Asia,Sparkedge Capital,https://www.crunchbase.com/organization/ryefield-energy,https://images.crunchbase.com/image/upload/t_cb-default-original/ecoiley7x5rmfwspxtfi,Ryefield Energy,$1B,$142M
862,China,Asia,Ping An Capital,https://www.crunchbase.com/organization/soterea,https://images.crunchbase.com/image/upload/t_cb-default-original/uksvlbk3icf8kd7heg2c,Soterea,$1B,$204M
863,China,Asia,,https://www.crunchbase.com/organization/bordrin-motors,https://images.crunchbase.com/image/upload/t_cb-default-original/m8wbjit93fcuezf1jmdf,Bordrin Motors,$1B,$362M
864,India,Asia,MacRitchie Investments,https://www.crunchbase.com/organization/first-principles-labs-technologies,https://images.crunchbase.com/image/upload/t_cb-default-original/i2az0z0grrgadigtbraz,FPL Technologies,$1B,$225M
865,United Kingdom,Europe,Kohlberg Kravis Roberts,https://www.crunchbase.com/organization/paddle,https://images.crunchbase.com/image/upload/t_cb-default-original/qqgkeye9spyqknpdssk9,Paddle,$1B,$293M
866,South Korea,Asia,Bond,https://www.crunchbase.com/organization/bucketplace,https://images.crunchbase.com/image/upload/t_cb-default-original/i5qpnm9wxwukdl1dlka2,OHouse,$1B,$261M
867,United States,North America,UBS,https://www.crunchbase.com/organization/wealthfront,https://images.crunchbase.com/image/upload/t_cb-default-original/ervzzs14kna4vgldotm9,Wealthfront,$1B,$205M
868,United States,North America,MUFG Bank,https://www.crunchbase.com/organization/liquidity-capital,https://images.crunchbase.com/image/upload/t_cb-default-original/duic8t9nylk1hdk499yd,LIQUiDITY Group,$1B,$114M
869,,,Science,https://www.crunchbase.com/organization/liquid-death-mountain-water,https://images.crunchbase.com/image/upload/t_cb-default-original/vuhy7slp2oyazh48nqg6,Liquid Death,$1B,$261M
870,Israel,Asia,"Comcast Ventures, Intel Capital",https://www.crunchbase.com/organization/ai21,https://images.crunchbase.com/image/upload/t_cb-default-original/bkrnz0uvxx4kvojj0gao,AI21 Labs,$1B,$327M
871,Indonesia,Asia,G42 Expansion Fund,https://www.crunchbase.com/organization/efishery,https://images.crunchbase.com/image/upload/t_cb-default-original/g63vrirbawxigi2yjamc,eFishery,$1B,$310M
872,United States,North America,Coatue,https://www.crunchbase.com/organization/cyera,https://images.crunchbase.com/image/upload/t_cb-default-original/rgyjxruk2nqrom9hiz6g,Cyera,$1B,$465M
873,Germany,Europe,Balderton Capital,https://www.crunchbase.com/organization/scalable-capital,https://images.crunchbase.com/image/upload/t_cb-default-original/jywax8l5zomvgm3ymoq8,Scalable Capital,$1B,$379M
